title,log_budget,popularity,runtime,release_month,release_year,genre_count,log_revenue
Casino,17.76675429577647,40.06688,178.0,11.0,1995.0,2,18.570069038747533
From Paris with Love,17.76675429577647,27.916284,92.0,2.0,2010.0,3,17.78252531504748
"Me, Myself & Irene",17.747336210296442,39.001682,116.0,6.0,2000.0,1,18.82127400385676
Barnyard,17.747336210296442,10.430832,90.0,8.0,2006.0,3,18.102938023755648
The Twilight Saga: New Moon,17.72753358339242,94.815867,130.0,3.0,2009.0,4,20.3805324886088
Shrek,17.909855136853043,67.298732,90.0,5.0,2001.0,5,19.998440601254018
The Adjustment Bureau,17.731525604582277,26.60772,106.0,3.0,2011.0,3,18.666519832101162
Robin Hood: Prince of Thieves,17.6867115897055,28.803729,143.0,6.0,1991.0,1,19.782922929171022
Jerry Maguire,17.72753358339242,27.039636,139.0,12.0,1996.0,3,19.42700445750065
Ted,17.72753358339242,68.87691,106.0,6.0,2012.0,2,20.1242796597768
As Good as It Gets,17.72753358339242,37.885022,139.0,12.0,1997.0,2,19.565470300433134
Patch Adams,17.72753358339242,35.537397,115.0,12.0,1998.0,2,19.125227219960564
Anchorman 2: The Legend Continues,17.72753358339242,38.125008,119.0,12.0,2013.0,1,18.972546670567613
Mr. Deeds,17.72753358339242,18.121404,96.0,6.0,2002.0,2,18.95874910743223
Super 8,17.72753358339242,37.069253,112.0,6.0,2011.0,3,19.376561305463316
Erin Brockovich,17.76675429577647,30.347332,131.0,3.0,2000.0,1,19.36174715618618
How to Lose a Guy in 10 Days,17.72753358339242,23.854701,116.0,2.0,2003.0,2,18.993756634046676
22 Jump Street,17.72753358339242,52.380982,112.0,6.0,2014.0,3,19.054298782126615
Interview with the Vampire,17.909855136853043,50.163785,123.0,11.0,1994.0,2,19.22565820652359
Yes Man,18.064005814299346,43.849351,104.0,12.0,2008.0,1,19.236005640510694
Central Intelligence,17.72753358339242,45.318703,107.0,6.0,2016.0,2,19.195281378154103
Daddy's Home,17.72753358339242,38.616744,96.0,12.0,2015.0,1,19.30769152326279
Into the Woods,17.72753358339242,65.90161,125.0,12.0,2014.0,3,19.17634427587956
Inside Man,17.622173069956816,45.220386,129.0,3.0,2006.0,3,19.032489091814853
Payback,18.31532023940565,17.457947,100.0,2.0,1999.0,4,18.90079633702756
Congo,17.72753358339242,10.755847,109.0,6.0,1995.0,6,18.839536476134583
We Bought a Zoo,17.72753358339242,38.629763,124.0,12.0,2011.0,3,18.60368408494531
Knowing,17.72753358339242,32.693093,121.0,3.0,2009.0,6,18.86181129760479
Failure to Launch,17.72753358339242,18.806031,97.0,3.0,2006.0,1,18.300941717843283
The Ring Two,17.72753358339242,32.233713,110.0,3.0,2005.0,3,18.899715587486085
"Crazy, Stupid, Love.",17.72753358339242,37.990705,118.0,7.0,2011.0,3,18.777314073025213
Garfield,17.72753358339242,17.667826,80.0,6.0,2004.0,3,19.117842530188174
Moneyball,17.72753358339242,46.180421,133.0,9.0,2011.0,1,18.517863868699774
Outbreak,17.72753358339242,30.397496,127.0,3.0,1995.0,4,19.061795204185188
Non-Stop,17.72753358339242,83.295796,106.0,1.0,2014.0,3,19.221828157548554
Race to Witch Mountain,17.72753358339242,23.935053,98.0,3.0,2009.0,6,18.481813368478278
V for Vendetta,17.804494623047066,84.630969,132.0,3.0,2006.0,3,18.70217649048812
Shanghai Knights,17.72753358339242,16.251204,115.0,2.0,2003.0,4,18.296516632466865
Curious George,17.72753358339242,9.894346,86.0,2.0,2006.0,4,18.06164323993655
Herbie Fully Loaded,17.72753358339242,12.050755,101.0,6.0,2005.0,5,18.005195678317154
Don't Say a Word,17.72753358339242,11.596207,113.0,9.0,2001.0,1,18.420881653768635
Hansel & Gretel: Witch Hunters,17.72753358339242,53.02787,88.0,1.0,2013.0,3,19.230737138497716
Unfaithful,17.72753358339242,14.382253,124.0,5.0,2002.0,2,18.59579123841905
I Am Number Four,17.72753358339242,43.450266,109.0,2.0,2011.0,4,18.788740451829273
Syriana,17.72753358339242,16.871194,128.0,11.0,2005.0,2,18.358805350872576
13 Hours: The Secret Soldiers of Benghazi,17.72753358339242,42.526529,144.0,1.0,2016.0,5,18.055561259317784
The Book of Life,17.72753358339242,34.890999,95.0,10.0,2014.0,6,18.39471767141942
Firewall,17.622173069956816,18.186026,105.0,2.0,2006.0,1,18.231938631432783
Absolute Power,17.72753358339242,13.576765,121.0,2.0,1997.0,3,17.72889885096305
G.I. Jane,17.72753358339242,19.434672,125.0,8.0,1997.0,2,17.690229477934274
The Game,17.72753358339242,62.925175,129.0,9.0,1997.0,3,18.510737594609065
Silent Hill,17.72753358339242,32.927994,125.0,4.0,2006.0,2,18.396464421417875
American Reunion,17.72753358339242,39.920035,113.0,4.0,2012.0,1,19.275051751977376
The Negotiator,17.72753358339242,28.725621,140.0,7.0,1998.0,6,17.612070679102047
Into the Storm,17.72753358339242,20.566554,89.0,8.0,2014.0,2,18.894441026880422
Beverly Hills Cop III,17.72753358339242,20.333953,104.0,5.0,1994.0,3,18.596388729214706
Gremlins 2: The New Batch,17.72753358339242,33.98637,106.0,6.0,1990.0,3,17.540775170381426
The Judge,17.72753358339242,42.472324,141.0,10.0,2014.0,1,18.242981157378797
Resident Evil: Apocalypse,17.622173069956816,29.880122,94.0,9.0,2004.0,3,18.67837903197046
Bridget Jones: The Edge of Reason,17.72753358339242,28.803802,108.0,11.0,2004.0,2,17.509452700019416
Out of Time,17.72753358339242,14.993459,105.0,10.0,2003.0,3,17.831813647594327
On Deadly Ground,17.72753358339242,9.114168,102.0,2.0,1994.0,2,17.707330876483063
The Adventures of Sharkboy and Lavagirl,17.72753358339242,12.31101,92.0,6.0,2005.0,3,18.05577151976017
The Beach,17.50439003707821,41.362082,119.0,2.0,2000.0,4,18.785718737898097
Raising Helen,17.72753358339242,13.298205,119.0,5.0,2004.0,3,17.72188990788566
Ninja Assassin,17.50439003707821,19.085403,99.0,9.0,2009.0,3,17.917531382155286
Striptease,17.72753358339242,11.106006,115.0,6.0,1996.0,3,18.54563572406552
Marmaduke,17.72753358339242,12.25622,87.0,6.0,2010.0,2,18.24348815150459
Hereafter,17.72753358339242,13.365715,129.0,10.0,2010.0,2,18.471351386532508
Murder by Numbers,17.72753358339242,16.167093,120.0,4.0,2002.0,3,17.853534261381615
Assassins,17.72753358339242,23.073933,132.0,10.0,1995.0,4,17.22675968447894
Hannibal Rising,17.72753358339242,6.567065,121.0,2.0,2007.0,3,18.22429943036885
The Story of Us,17.72753358339242,6.22577,95.0,10.0,1999.0,3,17.891352191915384
The Host,17.599700214609808,42.933027,125.0,3.0,2013.0,5,17.963825526243895
The Host,17.599700214609808,42.933027,125.0,3.0,2013.0,5,17.963825526243895
Basic,17.72753358339242,19.226763,98.0,4.0,2003.0,5,17.571874860402925
Blood Work,17.72753358339242,10.089065,110.0,8.0,2002.0,4,17.081251571615535
The International,17.72753358339242,13.391833,118.0,2.0,2009.0,3,17.912541375636046
Escape from L.A.,17.72753358339242,21.637234,97.0,8.0,1996.0,4,17.55976241806633
The Iron Giant,18.064005814299346,61.245957,86.0,8.0,1999.0,5,16.95790724476241
The Life Aquatic with Steve Zissou,17.72753358339242,25.237969,119.0,12.0,2004.0,3,17.365369409842533
Free State of Jones,17.72753358339242,21.589393,139.0,6.0,2016.0,5,17.035823389843156
The Life of David Gale,17.72753358339242,22.442241,130.0,2.0,2003.0,3,17.4779330683456
Run All Night,17.72753358339242,74.64653,114.0,3.0,2015.0,5,18.086069804043206
Eastern Promises,17.75709238505144,35.481169,100.0,9.0,2007.0,3,17.82488451395229
Into the Blue,17.72753358339242,14.723467,110.0,9.0,2005.0,4,17.609525402397228
The Messenger: The Story of Joan of Arc,17.909855136853043,21.084542,148.0,10.0,1999.0,5,18.019849652186014
Your Highness,17.725531580761828,21.408222,102.0,4.0,2011.0,1,17.07827460925533
Dream House,17.72753358339242,19.267479,84.0,9.0,2011.0,3,17.46622960260426
Mad City,17.72753358339242,3.314004,114.0,11.0,1997.0,3,16.17083268265543
Baby's Day Out,17.72753358339242,21.312186,99.0,7.0,1994.0,4,16.629211592578002
The Scarlet Letter,17.72753358339242,7.44268,135.0,10.0,1995.0,3,16.155623393383497
Fair Game,16.906553056777135,12.54949,108.0,5.0,2010.0,2,17.00140535906508
Domino,17.72753358339242,18.394571,127.0,9.0,2005.0,2,16.948588945083998
Jade,17.72753358339242,8.189406,95.0,10.0,1995.0,4,16.10314555307438
Gamer,17.72753358339242,27.631262,95.0,9.0,2009.0,3,17.52489192912803
Beautiful Creatures,17.909855136853043,40.721373,124.0,2.0,2013.0,3,17.910723726172282
Zoolander 2,17.72753358339242,37.253774,100.0,2.0,2016.0,1,17.840308541860654
The Big Bounce,17.72753358339242,6.397388,88.0,1.0,2004.0,2,15.733689880155417
Drive Angry,17.72753358339242,30.387148,105.0,2.0,2011.0,4,17.18043813758244
Street Fighter: The Legend of Chun-Li,17.72753358339242,8.139676,97.0,2.0,2009.0,4,16.362155092014994
The One,17.707330876483063,21.746245,87.0,11.0,2001.0,3,18.101851956258905
The Adventures of Ford Fairlane,17.707330876483063,2.808428,104.0,7.0,1990.0,5,16.83219137063409
The Boat That Rocked,17.72753358339242,31.02233,116.0,4.0,2009.0,2,17.408671336350785
Traffic,17.6867115897055,25.170217,147.0,12.0,2000.0,3,19.150717682715072
Indiana Jones and the Last Crusade,17.6867115897055,80.972475,127.0,5.0,1989.0,2,19.977080276011176
Chappie,17.707330876483063,116.700319,120.0,3.0,2015.0,3,18.46373591348011
The Bone Collector,18.105970012811294,33.884459,118.0,11.0,1999.0,4,18.836054307449473
Panic Room,17.6867115897055,53.043124,111.0,3.0,2002.0,3,19.095650796975278
Three Kings,18.132998684833918,34.973086,114.0,9.0,1999.0,3,18.497641794347754
Child 44,17.72753358339242,40.371098,137.0,3.0,2015.0,2,15.016779008820532
Rat Race,17.6867115897055,18.60049,112.0,7.0,2001.0,2,18.264009799257266
K-PAX,17.6867115897055,30.920075,120.0,10.0,2001.0,2,17.73381660369087
Bedazzled,17.6867115897055,19.348007,93.0,10.0,2000.0,3,18.31956906695994
The Cotton Club,17.87595358575207,8.59075,127.0,12.0,1984.0,4,17.07086186975954
3:10 to Yuma,17.822843761378564,48.801089,122.0,9.0,2007.0,1,18.064237501740145
Taken 3,17.6867115897055,88.844777,109.0,12.0,2014.0,2,19.601706543103397
Out of Sight,17.6867115897055,16.000178,123.0,6.0,1998.0,3,18.168952117045908
The Cable Guy,17.665658180950928,19.525659,96.0,6.0,1996.0,3,18.448546823084033
Dick Tracy,17.665658180950928,7.859226,103.0,6.0,1990.0,5,18.457386055749968
The Thomas Crown Affair,17.6867115897055,18.102572,113.0,8.0,1999.0,3,18.63825024507294
Riding in Cars with Boys,17.6867115897055,7.226115,132.0,10.0,2001.0,3,17.391873648748355
First Blood,16.52356082573315,63.071046,93.0,10.0,1982.0,4,18.645526086398274
Happily N'Ever After,17.665658180950928,10.410933,75.0,9.0,2006.0,5,17.45535151582692
Mary Reilly,17.665658180950928,6.067212,104.0,2.0,1996.0,4,16.331544601117734
My Best Friend's Wedding,17.453096744006448,15.401855,105.0,6.0,1997.0,2,19.516918903271026
Insomnia,17.6441519761925,41.322708,118.0,5.0,2002.0,3,18.549204389967976
Star Trek: First Contact,17.6441519761925,25.6713,111.0,11.0,1996.0,4,18.826145858727198
Jonah Hex,17.665658180950928,22.581313,80.0,6.0,2010.0,5,16.17059331480173
Courage Under Fire,17.6441519761925,12.971122,117.0,7.0,1996.0,4,18.429252094746452
Liar Liar,17.622173069956816,26.721386,86.0,3.0,1997.0,1,19.01400759475496
The Infiltrator,17.034386422832473,24.672234,127.0,7.0,2016.0,3,16.552265410217057
Inchon,17.6441519761925,0.146783,140.0,5.0,1981.0,3,15.46416937585933
The Flintstones,17.6441519761925,28.964162,91.0,5.0,1994.0,3,19.649242376946724
Taken 2,17.622173069956816,49.353524,91.0,9.0,2012.0,3,19.745475447242203
Scary Movie 3,17.6867115897055,36.585509,84.0,10.0,2003.0,1,19.21219351361422
Miss Congeniality,17.622173069956816,32.624355,111.0,12.0,2000.0,3,19.17209683735327
Journey to the Center of the Earth,17.622173069956816,53.090422,93.0,7.0,2008.0,5,18.43755812630017
The Princess Diaries 2: Royal Engagement,17.50439003707821,30.002907,113.0,8.0,2004.0,4,18.370959224205944
The Pelican Brief,17.622173069956816,17.923254,141.0,12.0,1993.0,4,19.089883823841983
The Client,17.622173069956816,17.746719,119.0,7.0,1994.0,4,18.582928938804823
The Bucket List,17.622173069956816,31.305336,97.0,12.0,2007.0,2,18.98242285822424
Patriot Games,17.622173069956816,19.637704,117.0,6.0,1992.0,4,18.99758388649131
Monster-in-Law,17.57671069691365,10.411996,101.0,5.0,2005.0,2,18.857320946103965
Prisoners,17.6441519761925,88.496873,153.0,9.0,2013.0,3,18.620569490135487
Training Day,17.622173069956816,52.081131,122.0,10.0,2001.0,4,18.468291489070978
Galaxy Quest,17.622173069956816,30.816341,102.0,12.0,1999.0,3,18.322890578524238
Scary Movie 2,17.622173069956816,35.376971,83.0,7.0,2001.0,1,18.765834324141753
The Muppets,17.622173069956816,17.047276,103.0,11.0,2011.0,3,18.922572002876898
Blade,17.622173069956816,43.815492,120.0,8.0,1998.0,2,18.692107900680593
Coach Carter,17.216707972959764,23.234651,136.0,1.0,2005.0,1,18.15501853825005
Changing Lanes,17.622173069956816,17.270539,89.0,4.0,2002.0,4,18.36871106297223
Anaconda,17.622173069956816,27.684779,89.0,4.0,1997.0,3,18.734657325760327
Coyote Ugly,17.622173069956816,26.79781,100.0,7.0,2000.0,1,18.550976062382347
Love Actually,17.50439003707821,37.073127,135.0,9.0,2003.0,3,19.31649022767929
A Bug's Life,18.603002309079653,87.350802,95.0,11.0,1998.0,4,19.71062625103256
From Hell,17.370858648025116,26.134678,122.0,10.0,2001.0,3,18.12708945978202
The Specialist,17.622173069956816,16.582709,110.0,10.0,1994.0,2,18.953439564914206
Tin Cup,17.622173069956816,10.731574,135.0,8.0,1996.0,3,17.801798176134508
Kicking & Screaming,17.622173069956816,8.99269,95.0,5.0,2005.0,3,17.842119208394493
The Hitchhiker's Guide to the Galaxy,17.72753358339242,51.742065,109.0,1.0,2005.0,4,18.464491072152498
Resident Evil: Extinction,17.622173069956816,12.06538,94.0,9.0,2007.0,3,18.815503192669926
Blended,17.50439003707821,44.120328,117.0,5.0,2014.0,1,18.631708077452714
Last Holiday,17.622173069956816,6.156015,112.0,1.0,2006.0,3,17.463567027974133
Savages,17.622173069956816,31.856589,131.0,7.0,2012.0,3,18.233943287409083
Cellular,17.034386422832473,24.459948,94.0,9.0,2004.0,4,17.848381905083148
Johnny English,17.50439003707821,28.029015,88.0,4.0,2003.0,3,18.894321619141916
The Ant Bully,17.72753358339242,20.239061,88.0,7.0,2006.0,5,17.82613160497795
Dune,17.50439003707821,25.876582,137.0,12.0,1984.0,3,17.247097820374762
Revolutionary Road,17.370858648025116,20.360549,119.0,12.0,2008.0,2,18.13600340609419
16 Blocks,17.822843761378564,32.31022,105.0,3.0,2006.0,4,18.000072383382445
Babylon A.D.,18.064005814299346,27.568194,101.0,8.0,2008.0,4,18.093683998733237
Aliens in the Attic,17.622173069956816,13.707183,86.0,7.0,2009.0,5,17.873900721482027
The Pledge,17.370858648025116,12.495436,123.0,1.0,2001.0,4,17.196505266322514
The Producers,17.622173069956816,6.803965,134.0,12.0,2005.0,2,17.454630698435103
The Phantom,17.622173069956816,9.025236,100.0,6.0,1996.0,2,16.66626850323146
Nixon,17.599700214609808,3.770161,192.0,12.0,1995.0,2,16.43157455539407
The Ghost Writer,17.622173069956816,21.118196,128.0,2.0,2010.0,2,17.913553256974637
Deep Rising,17.622173069956816,6.513856,106.0,1.0,1998.0,4,16.231694567606688
Miracle at St. Anna,17.622173069956816,11.387408,160.0,9.0,2008.0,2,16.048084475461497
Bangkok Dangerous,17.622173069956816,14.813057,99.0,8.0,2008.0,3,17.564717907522787
Big Trouble,17.50439003707821,5.201688,85.0,4.0,2002.0,3,15.954857757185307
Love in the Time of Cholera,17.622173069956816,5.361699,139.0,10.0,2007.0,2,15.343219625327137
Shadow Conspiracy,17.622173069956816,3.848893,103.0,1.0,1997.0,2,14.583088265794304
Johnny English Reborn,17.622173069956816,35.6585,101.0,9.0,2011.0,5,18.891175421364213
Foodfight!,17.989897843244528,5.258726,87.0,6.0,2012.0,4,11.207853053314365
Argo,17.61099976960838,62.01056,120.0,10.0,2012.0,2,19.26364406234222
The Fugitive,17.599700214609808,54.884297,130.0,8.0,1993.0,5,19.725970454254732
The Bounty Hunter,17.50439003707821,33.747825,110.0,3.0,2010.0,1,18.72816545105327
Sleepers,17.599700214609808,16.245068,147.0,10.0,1996.0,3,18.925178102418712
Rambo: First Blood Part II,17.599700214609808,38.653969,96.0,5.0,1985.0,4,19.520626919264668
Pinocchio,14.77102238760702,46.007991,88.0,2.0,1940.0,2,18.24989243483448
Heaven's Gate,17.599700214609808,5.380124,219.0,11.0,1980.0,4,15.063786905181397
Underworld: Evolution,17.72753358339242,49.020045,106.0,1.0,2006.0,4,18.528106343855182
Victor Frankenstein,17.50439003707821,24.821138,109.0,11.0,2015.0,3,17.34853410000184
Finding Forrester,17.57671069691365,19.043286,136.0,12.0,2000.0,1,18.198159061737478
Unleashed,17.622173069956816,25.999888,103.0,2.0,2005.0,2,17.7448058155173
The Sweetest Thing,17.57671069691365,18.65632,84.0,4.0,2002.0,2,18.04521275463237
The Firm,17.553180200057167,23.736535,154.0,6.0,1993.0,3,19.414851975612443
Charlie St. Cloud,17.599700214609808,21.75433,99.0,5.0,2010.0,1,17.690676718100704
The Mechanic,17.50439003707821,44.094856,93.0,1.0,2011.0,3,17.74872361992025
21 Jump Street,17.553180200057167,62.714026,109.0,3.0,2012.0,3,19.121723318695956
Notting Hill,17.553180200057167,28.969151,124.0,5.0,1999.0,3,19.71236129999276
Chicken Run,17.622173069956816,31.789029,84.0,6.0,2000.0,3,19.23087542306092
Along Came Polly,17.553180200057167,33.238296,90.0,1.0,2004.0,2,18.962792145839416
Boomerang,17.50439003707821,6.420434,117.0,6.0,1992.0,2,18.065433366270153
The Heat,17.57671069691365,37.654688,117.0,6.0,2013.0,3,18.882363481649868
Cleopatra,17.253200608124295,13.244365,248.0,6.0,1963.0,3,18.078190449090098
High Crimes,17.553180200057167,14.046705,115.0,4.0,2002.0,4,17.970978613624098
The Mothman Prophecies,17.281246492014,14.733513,119.0,1.0,2002.0,3,17.82570401236043
Licence to Kill,17.281246492014,28.22119,133.0,7.0,1989.0,3,18.8664366078985
Red Riding Hood,17.553180200057167,45.151657,100.0,3.0,2011.0,3,18.305967325945417
15 Minutes,17.909855136853043,15.205371,120.0,3.0,2001.0,3,17.84726990787617
Super Mario Bros.,17.6867115897055,14.587367,104.0,5.0,1993.0,4,16.85599944327004
Lord of War,17.553180200057167,34.828241,122.0,9.0,2005.0,3,16.998879239435702
Hero,17.249497794707484,23.607392,99.0,12.0,2002.0,4,18.993886246287605
One for the Money,17.50439003707821,19.438503,91.0,1.0,2012.0,3,17.423551959034715
The Interview,17.599700214609808,74.168016,112.0,12.0,2014.0,2,16.328569924831857
The Warrior's Way,17.553180200057167,7.349497,100.0,12.0,2010.0,5,16.221335218996053
Micmacs,17.312018149733785,7.663515,100.0,10.0,2009.0,3,16.454567959008102
8 Mile,17.529082649058825,32.798571,110.0,11.0,2002.0,1,19.186148590743098
A Knight's Tale,17.989897843244528,36.670399,132.0,5.0,2001.0,4,18.58184228161053
The Sixth Sense,17.50439003707821,73.085576,107.0,8.0,1999.0,3,20.326968020027547
Man on a Ledge,17.553180200057167,34.041407,102.0,1.0,2012.0,3,17.64894890890919
The Big Year,17.529082649058825,9.419726,100.0,10.0,2011.0,1,15.823507922589675
The Karate Kid,15.894952224644102,28.456572,126.0,6.0,1984.0,1,18.324341183517546
American Hustle,17.50439003707821,49.664128,138.0,12.0,2013.0,2,19.341647756960775
The Proposal,17.50439003707821,36.238968,108.0,6.0,2009.0,3,19.575594698816207
Double Jeopardy,18.064005814299346,19.439386,105.0,9.0,1999.0,4,18.996403593888584
Back to the Future Part II,17.50439003707821,43.345252,108.0,11.0,1989.0,4,19.620645529892812
Lucy,17.50439003707821,115.241998,89.0,7.0,2014.0,2,18.65612296364522
Fifty Shades of Grey,17.50439003707821,98.755657,125.0,2.0,2015.0,3,20.16291050136303
Spy Kids 3-D: Game Over,17.453096744006448,21.998734,84.0,7.0,2003.0,5,19.098775112263517
A Time to Kill,17.50439003707821,25.219805,149.0,7.0,1996.0,3,18.8411396018843
Cheaper by the Dozen,17.50439003707821,26.516624,98.0,12.0,2003.0,1,19.063650396899124
Lone Survivor,17.50439003707821,37.084384,121.0,12.0,2013.0,4,18.821438804607354
A League of Their Own,17.50439003707821,21.661028,128.0,7.0,1992.0,1,18.49261794597426
The Conjuring 2,17.50439003707821,68.794673,134.0,5.0,2016.0,1,19.584362690804788
The Social Network,17.50439003707821,69.27822,120.0,9.0,2010.0,1,19.23125674633127
He's Just Not That Into You,17.50439003707821,26.253357,129.0,2.0,2009.0,3,18.99312499135126
Scary Movie 4,17.622173069956816,32.549282,83.0,4.0,2006.0,1,18.99876841980121
Scream 3,17.50439003707821,24.992057,116.0,2.0,2000.0,2,18.9020833881125
Back to the Future Part III,17.50439003707821,45.769562,118.0,5.0,1990.0,4,19.314838678511638
Get Hard,17.50439003707821,36.301202,100.0,3.0,2015.0,1,18.532324564242558
Dracula,17.50439003707821,45.022964,128.0,11.0,1992.0,2,19.190153082962333
Julie & Julia,17.50439003707821,22.853006,123.0,8.0,2009.0,2,18.679504131523238
42,17.50439003707821,31.884559,128.0,4.0,2013.0,1,18.369600205877955
The Talented Mr. Ripley,17.50439003707821,31.385257,139.0,12.0,1999.0,3,18.673757908810984
Dumb and Dumber To,17.50439003707821,67.767785,110.0,11.0,2014.0,1,18.950349776287783
Eight Below,17.50439003707821,24.287306,120.0,2.0,2006.0,3,18.606795057476084
The Intern,17.370858648025116,53.114573,121.0,9.0,2015.0,1,19.08627517475134
Ride Along 2,17.50439003707821,25.136082,102.0,1.0,2016.0,2,18.642441876165456
The Last of the Mohicans,17.50439003707821,37.776566,112.0,9.0,1992.0,6,18.13972078736932
Ray,17.50439003707821,21.743321,152.0,10.0,2004.0,2,18.641674265608383
Sin City,17.50439003707821,66.003433,124.0,4.0,2005.0,3,18.88273927558276
Vantage Point,17.50439003707821,24.862767,90.0,2.0,2008.0,4,18.83385930673292
"I Love You, Man",17.529082649058825,25.391899,105.0,3.0,2009.0,1,18.333345536353445
Shallow Hal,17.50439003707821,29.854773,114.0,11.0,2001.0,2,18.764765793723765
JFK,17.50439003707821,26.82041,189.0,12.0,1991.0,3,19.14049662725226
Big Momma's House 2,17.50439003707821,17.61292,99.0,1.0,2006.0,2,18.74463975137178
The Mexican,17.858561843342684,21.021809,123.0,3.0,2001.0,4,18.811675215602623
17 Again,16.811242881518265,52.571674,102.0,3.0,2009.0,1,18.730130254841168
The Other Woman,17.50439003707821,34.519636,109.0,4.0,2014.0,2,19.09760297907329
The Final Destination,17.50439003707821,32.478077,82.0,8.0,2009.0,2,19.042155430326808
Bridge of Spies,17.50439003707821,48.445978,141.0,10.0,2015.0,2,18.924350922471213
Behind Enemy Lines,17.50439003707821,24.012986,106.0,11.0,2001.0,4,18.334612954371355
Get Him to the Greek,17.50439003707821,17.869443,109.0,6.0,2010.0,1,18.31564969623624
Shall We Dance?,17.72753358339242,14.231899,107.0,10.0,2004.0,3,18.952064362593777
Small Soldiers,17.50439003707821,23.088571,110.0,7.0,1998.0,5,17.817055167124987
Spawn,17.50439003707821,19.833664,96.0,7.0,1997.0,6,18.291028025251787
The Count of Monte Cristo,17.370858648025116,26.595983,131.0,1.0,2002.0,4,18.138252167692293
The Lincoln Lawyer,17.50439003707821,26.072228,119.0,3.0,2011.0,3,18.263007689507646
Unknown,17.216707972959764,38.643914,113.0,2.0,2011.0,3,18.689076000754262
The Prestige,17.50439003707821,74.440708,130.0,10.0,2006.0,3,18.513043967561824
Horrible Bosses 2,17.553180200057167,82.185281,108.0,11.0,2014.0,1,18.494584876760833
Escape from Planet Earth,17.50439003707821,18.14218,89.0,2.0,2013.0,5,18.12761948290584
Apocalypto,17.50439003707821,41.570047,139.0,12.0,2006.0,4,18.60446199321006
The Living Daylights,17.50439003707821,23.331459,130.0,6.0,1987.0,3,19.068756800631398
Predators,17.50439003707821,47.649554,107.0,7.0,2010.0,4,18.653765232016212
Secret Window,17.50439003707821,32.908414,96.0,3.0,2004.0,2,18.34717598060086
The Lake House,17.50439003707821,29.88736,99.0,6.0,2006.0,3,18.55896430710677
The Skeleton Key,17.57671069691365,29.105407,104.0,7.0,2005.0,4,18.337025391027108
Made of Honor,17.50439003707821,19.574774,101.0,5.0,2008.0,2,18.253464706175503
Jersey Boys,17.50439003707821,14.199933,134.0,6.0,2014.0,2,18.025369124277294
The Rainmaker,17.50439003707821,12.229516,135.0,11.0,1997.0,3,17.642340967780378
Gothika,17.50439003707821,27.303608,98.0,11.0,2003.0,2,18.768455473222875
Amistad,17.399029524198163,3.698276,155.0,12.0,1997.0,3,18.119575664681957
Aliens vs Predator: Requiem,17.50439003707821,39.381913,94.0,12.0,2007.0,5,17.54833672756902
Music and Lyrics,17.50439003707821,17.659032,96.0,2.0,2007.0,3,18.79840749640015
Paul,17.50439003707821,43.151268,104.0,2.0,2011.0,3,18.395896649927696
The Guilt Trip,17.50439003707821,15.283444,95.0,12.0,2012.0,1,17.549930305896922
Scream 4,17.50439003707821,35.21926,111.0,4.0,2011.0,2,18.391650278216506
8MM,17.50439003707821,25.580272,123.0,2.0,1999.0,3,18.38628286222875
The Doors,17.453096744006448,10.794175,140.0,3.0,1991.0,2,17.354058106442366
Sex Tape,17.50439003707821,72.641296,97.0,7.0,2014.0,1,18.652343979470306
Hanging Up,17.50439003707821,3.415534,94.0,2.0,2000.0,2,17.400081997901886
Final Destination 5,17.665658180950928,38.555482,92.0,8.0,2011.0,2,18.877394224105753
Pay It Forward,17.50439003707821,24.313684,122.0,10.0,2000.0,2,17.835623766062437
Fever Pitch,17.216707972959764,9.965073,103.0,4.0,2005.0,3,17.73651923108786
The Shadow,17.034386422832473,8.178203,108.0,7.0,1994.0,5,17.6880322796829
Extremely Loud & Incredibly Close,17.50439003707821,31.066874,129.0,12.0,2011.0,1,17.827340562785707
Morning Glory,17.50439003707821,22.491388,102.0,1.0,2010.0,3,17.889400357295994
Get Rich or Die Tryin',17.50439003707821,12.885985,117.0,11.0,2005.0,1,17.653726170675558
The Art of War,17.50439003707821,7.832337,117.0,8.0,2000.0,3,17.223322879257925
Rent,17.50439003707821,10.433667,135.0,11.0,2005.0,2,17.270900026784847
The Out-of-Towners,18.132998684833918,4.842626,90.0,4.0,1999.0,1,17.182806422433504
The Island of Dr. Moreau,17.50439003707821,13.210898,96.0,8.0,1996.0,3,17.720061315553693
The Musketeer,17.50439003707821,3.296933,104.0,9.0,2001.0,3,17.11333862539576
Sweet November,17.50439003707821,19.372805,119.0,2.0,2001.0,2,18.00143454634538
The Reaping,17.50439003707821,13.445697,99.0,4.0,2007.0,1,17.955004697199083
Mean Streets,13.122365377402328,17.002096,110.0,10.0,1973.0,2,14.914123179965662
Renaissance Man,17.50439003707821,4.516953,128.0,6.0,1994.0,2,17.007316271229797
Colombiana,17.50439003707821,33.785969,108.0,7.0,2011.0,4,17.925824511318414
Quest for Camelot,17.50439003707821,16.059443,86.0,5.0,1998.0,5,17.45762594523667
City By The Sea,17.50439003707821,3.476966,108.0,9.0,2002.0,3,16.926084478863633
Torque,17.50439003707821,7.360793,84.0,1.0,2004.0,1,17.6559558827341
Showgirls,17.622173069956816,14.513305,128.0,9.0,1995.0,1,16.828628569901763
