title,log_budget,popularity,runtime,release_month,release_year,genre_count,log_revenue
Dark City,17.11134746100564,39.324831,100.0,2.0,1998.0,2,17.118739185610078
Return to Oz,17.034386422832473,5.650125,109.0,6.0,1985.0,3,16.22585546599403
The Newton Boys,17.11134746100564,3.123583,113.0,3.0,1998.0,3,18.1462439114085
Case 39,17.11134746100564,23.917982,109.0,8.0,2009.0,3,17.182806422433504
Suspect Zero,17.11134746100564,8.715822,99.0,8.0,2004.0,2,16.380459992348886
Spy Kids: All the Time in the World,17.11134746100564,14.788073,89.0,8.0,2011.0,3,18.26477882660341
Money Monster,17.11134746100564,38.279458,98.0,5.0,2016.0,1,18.351144206848897
The 51st State,3.367295829986474,9.670031,93.0,12.0,2001.0,4,2.70805020110221
Mindhunters,17.11134746100564,17.193659,106.0,5.0,2004.0,3,16.867095142777465
What Just Happened,17.034386422832473,8.31653,104.0,10.0,2008.0,2,15.713643479656406
Paul Blart: Mall Cop,17.073607134447293,31.250383,91.0,1.0,2009.0,4,19.02659724347731
Freaky Friday,17.073607134447293,24.345651,97.0,8.0,2003.0,1,18.51808267089112
The 40 Year Old Virgin,17.073607134447293,38.473732,116.0,8.0,2005.0,2,18.51097141982577
Shakespeare in Love,17.034386422832473,31.792964,122.0,12.0,1998.0,2,19.483036278597357
A Walk Among the Tombstones,17.147715103853763,61.309619,113.0,9.0,2014.0,4,17.789223048628738
Kindergarten Cop,16.52356082573315,5.411154,111.0,12.0,1990.0,1,19.123568773029547
Pineapple Express,17.11134746100564,41.832392,111.0,8.0,2008.0,2,18.43679859077572
Ever After: A Cinderella Story,17.073607134447293,21.988861,121.0,7.0,1998.0,3,18.000697348696555
Open Range,16.906553056777135,19.068175,139.0,8.0,2003.0,1,18.039366062453922
Flatliners,17.073607134447293,24.114459,115.0,8.0,1990.0,4,17.934373180958097
A Bridge Too Far,16.906553056777135,20.256571,175.0,6.0,1977.0,3,17.742422195590603
Red Eye,17.073607134447293,8.802626,85.0,8.0,2005.0,2,17.87408637811931
Final Destination 2,17.073607134447293,37.355826,90.0,1.0,2003.0,2,18.3200468844789
"O Brother, Where Art Thou?",17.073607134447293,39.742009,106.0,8.0,2000.0,3,18.09034622494693
Legion,17.073607134447293,30.981604,100.0,1.0,2010.0,1,18.0338213559562
Pain & Gain,17.034386422832473,31.893932,130.0,4.0,2013.0,3,18.27189405881519
Clockstoppers,17.073607134447293,5.894163,94.0,3.0,2002.0,4,17.47375769682771
Brothers,17.073607134447293,22.07638,104.0,1.0,2009.0,3,17.584086890729015
Agent Cody Banks 2: Destination London,17.073607134447293,10.925618,100.0,12.0,2004.0,1,17.176545311010024
New Year's Eve,17.840862266556567,21.219292,118.0,12.0,2011.0,2,18.77165192531998
Original Sin,17.553180200057167,14.831402,118.0,8.0,2001.0,4,17.382287940926467
The Raven,17.073607134447293,22.520842,111.0,3.0,2012.0,3,17.2052340994888
Welcome to Mooseport,17.216707972959764,3.314094,110.0,2.0,2004.0,1,16.454567959008102
Highlander: The Final Dimension,17.073607134447293,7.964451,99.0,11.0,1994.0,3,17.421008430313073
Flipper,17.05536482838727,4.475007,95.0,5.0,1996.0,2,16.815235898603987
Self/less,17.073607134447293,66.097437,116.0,7.0,2015.0,3,17.233998492736045
The Constant Gardener,17.034386422832473,20.679652,129.0,8.0,2005.0,3,18.227904781801033
The Passion of the Christ,17.216707972959764,38.171417,127.0,2.0,2004.0,1,20.232078482199277
Mrs. Doubtfire,17.034386422832473,30.884535,125.0,11.0,1993.0,3,19.905204193442355
Rain Man,17.034386422832473,49.510658,133.0,12.0,1988.0,1,19.838473774554107
Gran Torino,17.312018149733785,50.7453,116.0,12.0,2008.0,1,19.413777797586818
W.,17.038378443942648,10.445391,131.0,10.0,2008.0,2,17.200119949842012
Taken,17.034386422832473,80.879032,93.0,2.0,2008.0,2,19.23971390468595
The Best of Me,17.073607134447293,33.93914,117.0,10.0,2014.0,2,17.396977781981928
The Bodyguard,17.034386422832473,26.576385,129.0,11.0,1992.0,5,19.83412017378586
Schindler's List,16.906553056777135,104.469351,195.0,11.0,1993.0,3,19.58808987422816
The Help,17.034386422832473,42.191509,146.0,8.0,2011.0,1,18.63798427549918
The Fifth Estate,17.147715103853763,20.267062,128.0,10.0,2013.0,2,15.962027517324243
Freddy vs. Jason,17.216707972959764,26.69592,97.0,8.0,2003.0,1,18.55964959800306
Jimmy Neutron: Boy Genius,17.034386422832473,12.739721,83.0,12.0,2001.0,7,18.20917215568155
Cloverfield,17.034386422832473,46.942396,85.0,1.0,2008.0,3,18.955793202382242
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,17.034386422832473,15.505137,88.0,3.0,1991.0,5,18.17221939747438
The Untouchables,17.034386422832473,38.272889,119.0,6.0,1987.0,4,18.149796199770982
No Country for Old Men,17.034386422832473,53.645267,122.0,11.0,2007.0,3,18.960676750845643
Ride Along,17.034386422832473,28.468,99.0,1.0,2014.0,2,18.852449004433552
Bridget Jones's Diary,17.034386422832473,35.310712,97.0,4.0,2001.0,3,19.457168647554493
Chocolat,17.034386422832473,28.727731,121.0,12.0,2000.0,3,18.8426774097469
"Legally Blonde 2: Red, White & Blonde",17.622173069956816,4.340616,95.0,7.0,2003.0,1,18.64314280710626
Parental Guidance,17.034386422832473,14.604911,104.0,12.0,2012.0,1,18.601102438817687
No Strings Attached,17.034386422832473,38.688822,107.0,1.0,2011.0,2,18.811238223485976
Tombstone,17.034386422832473,30.537845,130.0,12.0,1993.0,5,17.849840855813934
Romeo Must Die,17.034386422832473,19.750059,115.0,3.0,2000.0,3,18.326773949941376
The Omen,14.845130332288226,25.939385,111.0,6.0,1976.0,2,17.925121017820974
Final Destination 3,17.034386422832473,31.64341,93.0,2.0,2006.0,2,18.58381233723335
The Lucky One,17.034386422832473,26.811541,101.0,4.0,2012.0,2,18.414231381451465
Bridge to Terabithia,17.909855136853043,40.646102,96.0,2.0,2007.0,3,18.73976746741624
Finding Neverland,17.034386422832473,34.160448,106.0,10.0,2004.0,1,18.57568726030419
The Grey,17.034386422832473,48.552871,117.0,1.0,2012.0,3,18.16292416378467
Hide and Seek,17.034386422832473,18.228538,101.0,1.0,2005.0,3,18.624803101931334
Anchorman: The Legend of Ron Burgundy,17.073607134447293,29.342744,94.0,7.0,2004.0,1,18.321679840799725
GoodFellas,17.034386422832473,63.654244,145.0,9.0,1990.0,2,17.66217112959868
Agent Cody Banks,17.147715103853763,11.859396,102.0,3.0,2003.0,1,17.889581236866515
Nanny McPhee,17.034386422832473,24.356483,97.0,10.0,2005.0,3,18.623538506946904
Scarface,17.034386422832473,70.105981,170.0,12.0,1983.0,4,18.003416863274765
The Last Emperor,16.951004817371683,21.189028,163.0,10.0,1987.0,2,17.59934174128316
Contraband,17.034386422832473,31.364901,109.0,1.0,2012.0,4,17.9602313433593
There Will Be Blood,17.034386422832473,37.817905,158.0,12.0,2007.0,1,18.162022858368886
Undercover Brother,17.034386422832473,6.086083,86.0,5.0,2002.0,2,17.543718267525534
The Sisterhood of the Traveling Pants,17.034386422832473,17.17372,119.0,6.0,2005.0,2,17.48043184346782
Kiss of the Dragon,17.034386422832473,16.936576,98.0,7.0,2001.0,3,17.981211720308828
The House Bunny,17.034386422832473,25.838073,97.0,8.0,2008.0,2,18.070313592566237
Beauty Shop,17.034386422832473,5.625632,105.0,6.0,2005.0,2,17.40874192769056
Million Dollar Arm,17.034386422832473,17.312433,124.0,5.0,2014.0,1,17.461159598811122
The Giver,17.034386422832473,53.811461,94.0,8.0,2014.0,2,18.019911448239274
Jeepers Creepers 2,16.648723960844016,19.045146,104.0,8.0,2003.0,2,17.960273592862308
Good Luck Chuck,17.034386422832473,21.729434,101.0,9.0,2007.0,3,17.89629913493371
Cradle 2 the Grave,17.034386422832473,12.837116,101.0,2.0,2003.0,3,17.84956638257952
The Hours,17.034386422832473,20.953265,114.0,12.0,2002.0,1,17.54355858444911
She's the Man,16.811242881518265,10.81439,105.0,3.0,2006.0,4,17.338605757203467
Mr. Bean's Holiday,17.034386422832473,27.683874,90.0,3.0,2007.0,2,19.252442883266216
Anacondas: The Hunt for the Blood Orchid,16.811242881518265,9.855474,97.0,8.0,2004.0,5,18.07809041591934
Blood Ties,17.05418904934434,12.756344,128.0,8.0,2013.0,3,14.69740568510415
August Rush,17.034386422832473,29.533437,114.0,11.0,2007.0,1,18.007012486829534
Elizabeth,17.216707972959764,14.179538,124.0,9.0,1998.0,2,18.224065229562385
Bride of Chucky,17.034386422832473,14.340095,89.0,10.0,1998.0,2,17.740881107276284
Tora! Tora! Tora!,17.053600640995047,9.795985,144.0,1.0,1970.0,5,17.201536499807467
Spice World,17.034386422832473,6.889437,93.0,12.0,1997.0,5,18.420680753952364
The Sitter,17.034386422832473,19.428994,81.0,12.0,2011.0,1,17.369205510965323
The Shawshank Redemption,17.034386422832473,136.747729,142.0,9.0,1994.0,2,17.1598366610298
Crocodile Dundee in Los Angeles,16.867150510737883,6.081772,92.0,4.0,2001.0,2,17.49025749179969
Kingpin,17.11134746100564,17.329269,113.0,7.0,1996.0,1,17.03532334374747
The Gambler,17.034386422832473,22.622453,111.0,12.0,2014.0,3,17.483450579363534
August: Osage County,17.034386422832473,20.561682,121.0,12.0,2013.0,2,18.1221256134656
Ice Princess,17.034386422832473,13.288177,98.0,3.0,2005.0,3,17.1349732346658
A Lot Like Love,17.216707972959764,19.212552,107.0,4.0,2005.0,1,17.574072778865997
Eddie the Eagle,16.951004817371683,29.365851,106.0,2.0,2016.0,3,17.64746821046248
He Got Game,17.034386422832473,10.232599,136.0,5.0,1998.0,1,16.886714523383425
Don Juan DeMarco,17.034386422832473,8.870614,97.0,10.0,1994.0,3,16.915602891887552
Dear John,17.034386422832473,19.402816,115.0,2.0,2010.0,3,18.560243579550562
The Losers,17.034386422832473,24.903418,97.0,4.0,2010.0,5,16.97590949548232
Don't Be Afraid of the Dark,17.034386422832473,14.562197,99.0,11.0,2010.0,3,17.42624383194221
War,17.034386422832473,18.896239,103.0,8.0,2007.0,3,17.51564256398031
Punch-Drunk Love,17.034386422832473,15.960916,95.0,10.0,2002.0,3,16.648723960844016
EuroTrip,17.034386422832473,25.848003,93.0,2.0,2004.0,1,16.850311994726894
The Greatest Game Ever Played,17.034386422832473,7.538513,120.0,9.0,2005.0,2,16.55190056620812
The Box,17.216707972959764,21.606001,115.0,9.0,2009.0,2,17.322074415266496
The Next Best Thing,17.034386422832473,3.707511,108.0,3.0,2000.0,1,17.008566828481705
My Soul to Take,17.034386422832473,7.001176,107.0,10.0,2010.0,4,16.80270438249071
The Girl Next Door,17.034386422832473,39.784026,108.0,4.0,2004.0,1,17.230320993456615
Maximum Risk,17.034386422832473,10.115011,100.0,9.0,1996.0,3,17.761016384746128
Legend,17.034386422832473,32.854557,131.0,9.0,2015.0,2,17.57608245311281
Shark Night,17.147715103853763,8.363702,91.0,9.0,2011.0,2,16.13066225934108
Angela's Ashes,3.258096538021482,4.88794,145.0,12.0,1999.0,1,2.6390573296152584
Draft Day,17.034386422832473,14.17009,109.0,4.0,2014.0,1,17.17696681908471
The Conspirator,17.034386422832473,9.169271,122.0,9.0,2010.0,3,16.554981968345718
Lords of Dogtown,17.034386422832473,8.127728,107.0,6.0,2005.0,1,16.411657255039344
The 33,17.034386422832473,10.699952,120.0,8.0,2015.0,2,17.030487753041818
Big Trouble in Little China,17.034386422832473,29.796394,99.0,5.0,1986.0,4,16.213405921671733
Warrior,17.034386422832473,51.915025,140.0,9.0,2011.0,2,16.9534849999362
Michael Collins,17.147715103853763,8.314624,132.0,10.0,1996.0,2,16.642824239064897
Stop-Loss,17.034386422832473,4.002579,113.0,3.0,2008.0,2,16.232060830088717
Abandon,17.034386422832473,3.888776,99.0,10.0,2002.0,3,16.187561823753867
Brokedown Palace,17.034386422832473,7.296459,100.0,8.0,1999.0,2,16.380459992348886
The Possession,16.454567959008102,21.680424,92.0,8.0,2012.0,2,18.263396044879872
Mrs. Winterbourne,17.034386422832473,7.946769,105.0,4.0,1996.0,3,16.125071363999606
Straw Dogs,17.034386422832473,7.473455,110.0,9.0,2011.0,2,16.150024651767428
The Hoax,17.034386422832473,5.073536,116.0,10.0,2006.0,2,16.281273633233095
The Road,17.281246492014,41.075532,111.0,11.0,2009.0,2,17.134604716102977
Sheena,17.034386422832473,4.020194,117.0,8.0,1984.0,5,15.56962942500593
Tank Girl,17.034386422832473,8.186936,98.0,3.0,1995.0,4,15.21780030803739
Blindness,17.034386422832473,17.603823,121.0,5.0,2008.0,4,16.803461636388263
BloodRayne,17.034386422832473,7.008216,95.0,10.0,2005.0,4,14.693235498177241
Carnage,17.034386422832473,20.011435,80.0,9.0,2011.0,2,17.13343755638563
Without Limits,17.034386422832473,3.849873,117.0,9.0,1998.0,1,13.56374116906162
Me and Orson Welles,17.034386422832473,3.593165,114.0,11.0,2009.0,3,14.664024678407259
The Best Offer,16.41820031748273,30.058263,124.0,1.0,2013.0,4,16.773326715008597
The Bad Lieutenant: Port of Call - New Orleans,17.034386422832473,17.339852,122.0,9.0,2009.0,2,16.17533601144055
Little White Lies,17.034386422832473,15.279021,154.0,10.0,2010.0,2,17.69772303206977
Space Dogs,17.034386422832473,5.753564,85.0,3.0,2010.0,2,15.687312888712007
The Counselor,17.034386422832473,35.022029,117.0,10.0,2013.0,3,18.07832190523624
Waterloo,17.034386422832473,1.894749,128.0,10.0,1970.0,3,14.931307999040428
Dangerous Liaisons,16.454567959008102,14.480628,119.0,12.0,1988.0,2,17.36140611352227
On the Road,17.034386422832473,14.613152,137.0,5.0,2012.0,2,15.988478758101182
Star Trek IV: The Voyage Home,16.993564429978885,22.258428,119.0,11.0,1986.0,2,18.705859693704824
Rocky Balboa,16.993564429978885,30.445257,102.0,12.0,2006.0,1,18.863577356559844
Scream 2,16.993564429978885,35.244037,120.0,12.0,1997.0,2,18.965115028105572
Jane Got a Gun,17.034386422832473,15.333575,98.0,1.0,2016.0,3,14.150041626022011
Think Like a Man Too,16.993564429978885,15.237142,105.0,6.0,2014.0,2,18.066594289838516
The Whole Nine Yards,17.536373082144337,23.441135,98.0,2.0,2000.0,2,18.48244967080199
Footloose,15.919644834185693,25.03414,107.0,2.0,1984.0,4,18.197979632247314
Old School,16.993564429978885,24.70166,91.0,2.0,2003.0,1,18.2820546812216
The Fisher King,16.993564429978885,16.146572,137.0,9.0,1991.0,2,17.550688789605395
I Still Know What You Did Last Summer,17.989897843244528,20.793026,100.0,11.0,1998.0,3,17.50444283568302
Return to Me,16.993564429978885,5.771479,115.0,4.0,2000.0,3,17.41583187583665
Zack and Miri Make a Porno,16.993564429978885,27.326466,102.0,9.0,2008.0,1,17.555679716459316
The Men Who Stare at Goats,16.993564429978885,20.69219,93.0,10.0,2009.0,2,18.045687016704814
Win a Date with Tad Hamilton!,16.648723960844016,7.701041,95.0,1.0,2004.0,2,16.647552569219172
Muppets from Space,16.993564429978885,6.589193,87.0,7.0,1999.0,4,16.606121954224832
The Wiz,16.993564429978885,2.753313,134.0,10.0,1978.0,4,16.862366176465226
Ready to Rumble,16.993564429978885,3.113009,107.0,4.0,2000.0,3,16.330979632409907
Play It to the Bone,16.993564429978885,5.566203,124.0,12.0,1999.0,2,15.947799142588968
I Don't Know How She Does It,16.993564429978885,8.630825,89.0,9.0,2011.0,2,17.234924211286376
Piranha 3D,16.993564429978885,23.343839,88.0,8.0,2010.0,2,18.236615660098074
Meet the Deedles,16.993564429978885,2.353441,93.0,3.0,1998.0,3,15.333303904016669
The Thief and the Cobbler,17.147715103853763,2.439184,72.0,9.0,1993.0,5,13.4139533042371
Faster,16.993564429978885,26.324874,98.0,11.0,2010.0,4,16.95455182349457
Howl's Moving Castle,16.993564429978885,49.549984,119.0,11.0,2004.0,3,19.273863210318897
Zombieland,16.97675731236872,57.300674,88.0,10.0,2009.0,2,18.444313116638213
The Waterboy,16.951004817371683,23.839127,90.0,11.0,1998.0,1,19.041212322066905
The Empire Strikes Back,16.705882371415992,78.51783,124.0,5.0,1980.0,3,20.10411233815215
Bad Boys,16.759949589762293,33.872182,118.0,4.0,1995.0,4,18.76715299194654
The Naked Gun 2½: The Smell of Fear,16.951004817371683,27.33256,85.0,6.0,1991.0,2,18.28061849448955
Final Destination,16.951004817371683,38.799596,98.0,3.0,2000.0,1,17.791490321588743
The Ides of March,16.341239282272525,20.317469,101.0,9.0,2011.0,1,18.14615260460978
Pitch Black,16.951004817371683,18.493202,108.0,2.0,2000.0,3,17.78933697251896
Her,16.951004817371683,53.682367,126.0,12.0,2013.0,3,17.67310381864067
Joy Ride,16.951004817371683,11.183197,97.0,10.0,2001.0,3,17.416728578392956
The Adventurer: The Curse of the Midas Box,17.034386422832473,8.842722,99.0,12.0,2013.0,3,8.764053269347762
Anywhere But Here,16.951004817371683,8.976738,114.0,11.0,1999.0,3,16.74155057265983
Haywire,16.951004817371683,26.257951,93.0,11.0,2011.0,2,17.32324597173956
Jaws: The Revenge,16.951004817371683,12.777008,89.0,7.0,1987.0,2,17.7644634623256
The End of the Affair,16.951004817371683,6.921263,102.0,12.0,1999.0,1,16.19762902894551
Harley Davidson and the Marlboro Man,16.951004817371683,12.869436,98.0,8.0,1991.0,2,15.821672418977649
In the Valley of Elah,16.951004817371683,15.676123,124.0,8.0,2007.0,5,17.20131646288431
Cheri,16.951004817371683,5.494047,86.0,2.0,2009.0,3,16.052621011798966
Vanity Fair,16.951004817371683,6.618149,141.0,9.0,2004.0,2,16.59581022431326
Bodyguards and Assassins,16.951004817371683,7.876883,139.0,12.0,2009.0,3,15.579843159096665
1408,17.034386422832473,35.169779,104.0,7.0,2007.0,2,18.366009107282117
Spaceballs,16.937875526504495,39.890798,96.0,6.0,1987.0,2,17.45623610045719
The Water Diviner,16.929025911619092,22.096286,112.0,12.0,2014.0,2,16.557641619109905
Ghost,16.906553056777135,41.967005,127.0,7.0,1990.0,5,20.040068989219833
There's Something About Mary,16.951004817371683,57.110486,119.0,7.0,1998.0,2,19.728701763646637
The Santa Clause,16.906553056777135,16.234053,97.0,11.0,1994.0,4,19.061657182121934
The Rookie,16.811242881518265,11.263361,127.0,3.0,2002.0,2,18.140927726628185
The Game Plan,16.906553056777135,20.699212,110.0,9.0,2007.0,2,18.81191537068431
The Bridges of Madison County,16.993564429978885,17.606087,135.0,5.0,1995.0,2,19.019608548565085
The Animal,16.906553056777135,13.786075,84.0,6.0,2001.0,2,18.255484622206644
Gandhi,16.906553056777135,35.227212,191.0,11.0,1982.0,2,18.16885334126544
The Hundred-Foot Journey,16.906553056777135,27.898438,122.0,8.0,2014.0,1,18.302806951677724
The Net,16.906553056777135,23.218144,114.0,7.0,1995.0,5,18.521683472232386
I Am Sam,16.906553056777135,26.071644,132.0,12.0,2001.0,1,18.34317768114903
Son of God,16.906553056777135,9.175762,138.0,2.0,2014.0,1,18.03207371161223
Underworld,16.906553056777135,81.829237,121.0,9.0,2003.0,3,18.376817232873147
Derailed,16.906553056777135,17.7091,108.0,11.0,2005.0,2,17.86693156128695
The Informant!,16.906553056777135,17.772518,108.0,9.0,2009.0,3,17.382923459972282
Deuce Bigalow: European Gigolo,16.906553056777135,10.259461,83.0,8.0,2005.0,1,16.924578436444186
Delivery Man,17.073607134447293,30.114383,105.0,10.0,2013.0,1,17.750548809013438
Saving Silverman,16.906553056777135,12.887673,90.0,2.0,2001.0,3,16.778284111099545
Diary of a Wimpy Kid: Dog Days,16.906553056777135,13.410919,94.0,8.0,2012.0,2,18.160771763805897
Jay and Silent Bob Strike Back,16.906553056777135,21.865021,104.0,8.0,2001.0,1,17.335621062419666
The Glass House,17.216707972959764,9.448517,106.0,9.0,2001.0,2,16.977587857166185
"Hail, Caesar!",16.906553056777135,39.006187,106.0,2.0,2016.0,3,17.968873071606733
Homefront,16.906553056777135,35.737655,100.0,11.0,2013.0,2,17.578079480600074
The Little Vampire,16.906553056777135,4.365196,95.0,10.0,2000.0,2,16.422339000259946
RoboCop 3,16.906553056777135,14.725467,104.0,4.0,1993.0,5,16.18540012457009
The Transporter Refueled,17.034386422832473,25.002715,96.0,9.0,2015.0,3,18.100884087763472
Black Book,16.860033043306743,13.906611,145.0,9.0,2006.0,3,17.08100539174919
Joyeux Noël,16.906553056777135,13.960945,116.0,11.0,2005.0,5,16.689592351932266
Hit & Run,14.508658238524095,16.668854,100.0,8.0,2012.0,3,16.48273883399067
Before I Go to Sleep,16.906553056777135,48.784734,92.0,9.0,2014.0,2,16.552935401956915
Sorcerer,16.906553056777135,9.088209,121.0,6.0,1977.0,3,16.300417291085605
Stone,16.906553056777135,12.445176,105.0,10.0,2010.0,1,16.06466523244168
Out of the Furnace,16.906553056777135,29.230298,116.0,12.0,2013.0,3,16.54987813231892
Michael Clayton,17.034386422832473,18.961323,119.0,9.0,2007.0,3,18.34802226231797
Underdogs,16.906553056777135,14.866351,106.0,7.0,2013.0,3,16.993564429978885
To Rome with Love,16.648723960844016,15.013386,111.0,4.0,2012.0,2,18.10931893311324
Firefox,16.705882371415992,8.700565,136.0,6.0,1982.0,4,18.07377711908843
Death at a Funeral,16.012735246411598,20.410354,90.0,2.0,2007.0,2,3.8501476017100584
Teenage Mutant Ninja Turtles III,16.860033043306743,10.207065,96.0,3.0,1993.0,6,17.553180200057167
Hardball,17.281246492014,5.683281,106.0,9.0,2001.0,2,17.509942816683534
Silver Linings Playbook,16.860033043306743,63.599973,122.0,9.0,2012.0,3,19.142117547900593
Freedom Writers,16.860033043306743,17.746981,123.0,1.0,2007.0,2,17.53323946084631
The Transporter,16.860033043306743,34.433521,92.0,10.0,2002.0,3,17.59808372701597
Never Back Down,16.811242881518265,26.21425,115.0,3.0,2008.0,2,17.54426993098455
The Rage: Carrie 2,16.860033043306743,4.781538,104.0,3.0,1999.0,3,16.692611648786816
Away We Go,16.648723960844016,10.13559,98.0,6.0,2009.0,3,16.516832709750126
Swing Vote,16.860033043306743,5.815881,120.0,8.0,2008.0,2,16.68340951682656
Moonlight Mile,16.860033043306743,8.982335,117.0,9.0,2002.0,2,16.11920014078481
The Beaver,16.860033043306743,13.847872,91.0,2.0,2011.0,1,13.785893264012122
The Best Little Whorehouse in Texas,17.370858648025116,4.189378,114.0,7.0,1982.0,1,18.059734376171974
eXistenZ,16.52356082573315,21.928025,97.0,4.0,1999.0,4,14.865182221144215
Raiders of the Lost Ark,16.705882371415992,68.159596,115.0,6.0,1981.0,2,19.78146746368613
Home Alone 2: Lost in New York,16.705882371415992,81.487685,120.0,11.0,1992.0,4,19.69880977626769
Close Encounters of the Third Kind,16.811242881518265,52.456505,135.0,11.0,1977.0,2,19.531842741238037
Pulse,17.453096744006448,9.662715,90.0,8.0,2006.0,2,17.21362606218365
Beverly Hills Cop II,16.811242881518265,25.28436,100.0,5.0,1987.0,3,19.51917648249544
Bringing Down the House,16.811242881518265,8.351385,105.0,3.0,2003.0,1,18.703416124171266
The Silence of the Lambs,16.759949589762293,18.174804,119.0,2.0,1991.0,3,19.424040235503067
Wayne's World,16.811242881518265,21.815122,94.0,2.0,1992.0,2,18.617047569219704
Jackass 3D,16.811242881518265,20.99174,94.0,10.0,2010.0,3,18.579599512641263
Jaws 2,16.811242881518265,19.636044,116.0,6.0,1978.0,2,19.051335351661123
Beverly Hills Chihuahua,16.811242881518265,12.25264,91.0,10.0,2008.0,3,18.821345060010724
The Conjuring,16.380459992348886,49.975409,112.0,7.0,2013.0,2,19.57756238728523
Are We There Yet?,17.281246492014,13.590677,95.0,1.0,2005.0,4,18.399647732844365
Tammy,16.811242881518265,21.657563,97.0,7.0,2014.0,1,18.42592131812456
School of Rock,17.370858648025116,43.057323,108.0,10.0,2003.0,2,18.692865475547876
Mortal Kombat,16.705882371415992,16.470895,101.0,8.0,1995.0,2,18.621136224439255
White Chicks,17.426428497635523,28.703007,109.0,6.0,2004.0,1,18.5436633583398
The Descendants,16.811242881518265,40.903931,115.0,9.0,2011.0,2,18.993033279760272
12 Years a Slave,16.811242881518265,95.9229,134.0,10.0,2013.0,2,19.046619180166456
Drumline,16.811242881518265,4.748929,118.0,12.0,2002.0,4,17.86883320985095
Why Did I Get Married Too?,16.811242881518265,2.986286,121.0,4.0,2010.0,2,17.911064338786787
Edward Scissorhands,16.811242881518265,47.51363,105.0,12.0,1990.0,3,17.78580249038432
Me Before You,16.811242881518265,53.161905,110.0,6.0,2016.0,2,19.152784545103913
The French Connection,14.403297778421795,15.978136,104.0,10.0,1971.0,3,17.532947293547736
Bad Moms,16.811242881518265,42.512296,100.0,7.0,2016.0,1,19.030098836731216
Date Movie,16.811242881518265,10.098722,83.0,2.0,2006.0,1,17.698072352588678
Return to Never Land,16.811242881518265,15.341196,72.0,2.0,2002.0,4,18.51474180757216
Selma,16.811242881518265,29.023184,127.0,12.0,2014.0,2,18.017032619129843
The Jungle Book 2,16.811242881518265,19.819893,72.0,2.0,2003.0,3,18.72580973737815
Boogeyman,16.811242881518265,11.62423,89.0,2.0,2005.0,4,18.02307754984845
Premonition,16.811242881518265,22.049787,96.0,2.0,2007.0,3,18.248073842717584
The Tigger Movie,17.216707972959764,9.829859,77.0,2.0,2000.0,2,17.634420715684733
Orphan,16.811242881518265,29.295801,123.0,7.0,2009.0,3,17.543520625018743
Max,16.811242881518265,14.136476,111.0,6.0,2015.0,3,17.598955733023608
Epic Movie,16.811242881518265,6.064638,86.0,1.0,2007.0,3,18.279872251634806
Spotlight,16.811242881518265,41.503588,128.0,11.0,2015.0,3,18.29677684648253
Lakeview Terrace,16.811242881518265,20.495749,110.0,9.0,2008.0,3,17.134775606067244
The Grudge 2,16.811242881518265,13.906944,102.0,10.0,2006.0,2,17.482753624470845
How Stella Got Her Groove Back,16.811242881518265,2.003047,124.0,8.0,1998.0,3,17.444436988126935
Man of the Year,16.811242881518265,11.203335,115.0,10.0,2006.0,4,17.534862207728573
The Black Hole,16.811242881518265,8.265317,98.0,12.0,1979.0,4,17.394628213859313
The American,16.811242881518265,18.632156,104.0,8.0,2010.0,3,17.997015895737707
Selena,16.811242881518265,6.92592,127.0,3.0,1997.0,1,17.909855136853043
Vampires Suck,16.811242881518265,17.165039,82.0,8.0,2010.0,2,18.204362186789716
Babel,17.034386422832473,25.785925,143.0,9.0,2006.0,1,18.72322815030183
This Is Where I Leave You,16.801192546169812,20.311684,103.0,9.0,2014.0,2,17.536283974060265
Doubt,16.811242881518265,20.975165,104.0,11.0,2008.0,2,17.745515612873444
Team America: World Police,17.281246492014,26.509175,98.0,10.0,2004.0,5,17.745519305858394
Texas Chainsaw 3D,16.811242881518265,26.497025,92.0,1.0,2013.0,2,17.67079274234846
Scary Movie 5,16.811242881518265,36.819044,86.0,4.0,2013.0,1,18.177063338869882
Paint Your Wagon,16.811242881518265,7.902536,158.0,10.0,1969.0,5,17.271157582501083
Milk,16.811242881518265,30.909699,128.0,11.0,2008.0,2,17.81529871455624
Risen,16.811242881518265,16.663797,107.0,2.0,2016.0,1,17.64566318153949
Ghost Ship,17.370858648025116,27.724913,91.0,10.0,2002.0,3,18.040150438616358
A Very Harold & Kumar Christmas,16.759949589762293,17.971883,108.0,11.0,2011.0,1,17.381861098160996
Wild Things,16.811242881518265,25.041992,108.0,3.0,1998.0,3,18.02318382037433
The Debt,16.811242881518265,14.857884,113.0,4.0,2010.0,2,17.636215522387506
High Fidelity,17.216707972959764,23.982956,113.0,3.0,2000.0,4,17.668341704680554
The Bank Job,16.811242881518265,30.387754,112.0,2.0,2008.0,3,17.987167905008995
Eternal Sunshine of the Spotless Mind,16.811242881518265,56.481487,108.0,3.0,2004.0,3,18.095755363059983
You Again,16.811242881518265,19.962713,105.0,9.0,2010.0,2,17.281410478562346
Street Kings,16.811242881518265,18.666876,109.0,4.0,2008.0,4,17.998626849623836
The World's End,16.811242881518265,55.964605,109.0,7.0,2013.0,3,17.64609111654092
